is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	No	-	#150	No	INTJ	INTJ	/noʊ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	아니오	A negative answer or decision.	From Middle English 'no', from Old English 'nā', from ne (not) + ā (ever).	Simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	20	5급	초급	response|answer	never|not	nay|never|negative	Yes	say no | no problem | no way | no doubt | no thanks	none	general	general	negation, response	Global	current	Students will be able to understand and use 'no' to express negation or refusal.	Basic understanding of sentence structure and question formation.	Confusion with 'know' or using double negatives incorrectly.	Role-playing scenarios where students practice saying 'no' in different situations.	No, I don't want any.	Despite the pressure, she remained firm and said no to the unethical request.	The committee voted no on the proposal, effectively halting the project's progress.	TRUE	TRUE	TRUE	10	2026-01-11 22:47:06	3.3	완료	A++	LLM분석(1회시도,완성도100%)	30
☐	Well	-	#200	well	ADV	ADV, N, ADJ, INTJ	/wel/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	잘, 훌륭하게; 우물; 건강한	in a good or satisfactory way; in good health; a deep hole in the ground from which water, oil, or gas can be obtained; used to express surprise, agreement, or resignation.	From Old English 'wella' (spring of water, well) and 'wel' (fully, very, much), from Proto-Germanic *wallan (to boil, bubble forth) and *wela (well, good).	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	70	5급	초급	manner | hole	artesian well | wishing well | oil well	good | healthy | adequately | spring | source	badly | poorly	very well | quite well | do well | well water | oil well | wish someone well	welfare | wellbeing	general	general	health, manner, water source	Global	current	Students will be able to use 'well' correctly as an adverb, noun, adjective, and interjection in various contexts.	Basic understanding of parts of speech (adverbs, nouns, adjectives). Familiarity with simple sentence structures.	Confusing 'well' (adverb/noun/adjective) with 'good' (adjective). Using 'well' as an adjective to describe nouns directly (instead of using 'healthy' or 'in good health').	Use real-life examples, role-playing, and sentence completion exercises to illustrate the different uses of 'well'.	I am well, thank you. | The water in the well is clean.	She speaks English very well. | The company is doing well financially.	The project was well underway by the time I joined the team. | Well, I never!	TRUE	TRUE	TRUE	10	2026-01-11 22:47:16	3.3	완료	A++	LLM분석(1회시도,완성도100%)	31
☐	All	-	#45	all	PRON	DET|PRON|ADV	/ɔːl/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	모든, 전부	every one or the whole number or amount of	From Old English 'eall', of Germanic origin; related to Dutch 'al' and German 'all'.	simple	simple	초등	초3-초6	포함	포함	K	3	200L-400L	Yes	85	5급	초급	quantity|totality	each|every|any	every|entire|whole|total	none|some|few|no	all day|all night|all the time|all over|all of	none	general	general	quantity, generality	Global	current	Students will be able to use 'all' to express the totality of a group or amount.	Basic counting, understanding of nouns and pronouns.	Confusion with 'every' and 'whole'. Incorrect use with singular nouns.	Use visual aids to represent 'all'. Practice with simple sentences and fill-in-the-blanks.	All students must attend the meeting.	Despite all our efforts, the experiment failed.	For all intents and purposes, the project is complete.	TRUE	TRUE	TRUE	10	2026-01-11 22:47:28	3.3	완료	A++	LLM분석(1회시도,완성도100%)	32
☐	One	-	#45	one	NUM	NUM, PRON, ADJ	/wʌn/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	하나, 1	the lowest whole number; the first in a series; a single thing or unit.	From Old English ān, from Proto-Germanic *ainaz, from Proto-Indo-European *óynos (one, single).	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	20	5급	초급	number|digit	unity|ace	single|individual|unique	many	one day | one time | one way | one person | one thing	once|only|alone	general	general	numbers, quantity	Global	current	Students will be able to recognize and use 'one' to express quantity and identify a single item.	Basic counting skills.	Confusion with 'won' (Korean currency) or 'on'. Incorrect pluralization (ones is rare).	Use visual aids like counters or pictures. Practice counting and identifying single objects. Use simple sentences and repetition.	I have one apple.	She is the one person who always understands me.	One might argue that the benefits outweigh the risks, but a thorough analysis is required.	FALSE	TRUE	TRUE	10	2026-01-11 22:47:39	3.3	완료	A++	LLM분석(1회시도,완성도100%)	33
☐	Like	-	#150	like	V	VT|PREP|CONJ	/laɪk/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	좋아하다, ~처럼, ~와 같이	to find someone or something pleasant or attractive; similar to	From Old English 'līc' meaning 'body, form, corpse'; also 'similar, like'.	simple	simple	초등	초3-초6	포함	포함	K	2.5	200L-400L	Yes	45	5급	초급	appreciate|resemble|compare	adore|enjoy|fancy	enjoy|love|admire|as|similar to	dislike|hate	like a, like to, would like, feel like, look like	likeness|likely|alike	general	general	preferences, comparison	Global	current	Students will be able to use 'like' to express preferences and make comparisons.	Basic vocabulary, subject-verb agreement.	Confusing 'like' as a verb with 'like' as a preposition; incorrect use of 'as' or 'such as' instead of 'like'.	Role-playing, picture prompts, sentence completion exercises.	I like ice cream.	She likes to spend her weekends hiking in the mountains.	The algorithm attempts to predict what content a user is likely to like based on their past behavior.	TRUE	TRUE	TRUE	10	2026-01-11 22:47:50	3.3	완료	A++	LLM분석(1회시도,완성도100%)	34
☐	Just	-	#250	just	ADV	ADV|ADJ	/dʒʌst/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	단지, 방금, 공정한	exactly; only; or fair and morally correct	From Old French 'juste' meaning 'upright, righteous,' from Latin 'iustus,' from 'ius' meaning 'law.'	just	simple	중등	중1-중3	포함	포함	4	3	450L-650L	Yes	65	3급	중급	adverb: modifier|adjective: descriptor	adverb: barely, merely|adjective: equitable, impartial	only|merely|simply|fair|equitable	unjust|unfair|biased	just a moment|just in case|just now|just about|just right	justice|justly|justification	general	general	general	Global	current	Students will be able to use 'just' correctly as an adverb and adjective in various contexts.	Basic understanding of adverbs and adjectives.	Confusing 'just' with 'justice' or misusing its adverbial and adjectival forms.	Contextual examples, gap-fill exercises, and sentence construction activities.	I just want to go home.	He arrived just as the meeting was about to start.	The judge's decision was just, reflecting a commitment to fairness and impartiality.	TRUE	TRUE	TRUE	10	2026-01-11 22:47:59	3.3	완료	A++	LLM분석(1회시도,완성도100%)	35
☐	Can	-	#100	can	V	MODAL VERB, N	/kæn/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	할 수 있다, 통조림	to be able to; a cylindrical metal container	Old English 'cann' (to know, be able), from Proto-Germanic *kunnaz (able, skilled).	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	20	5급	초급	container|ability	tin|be able to	able to|container	cannot	can do|can see|can help|can you|can I	canned	general	general	ability, container	Global	current	Students will be able to use 'can' to express ability and possibility.	Basic verb conjugation, subject-verb agreement.	Confusing 'can' with 'may' or 'could'. Incorrect use of 'can' in past tense.	Role-playing, sentence building exercises, games.	I can swim.	You can achieve anything if you put your mind to it.	The company can ill afford to ignore the changing market trends.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:09	3.3	완료	A++	LLM분석(1회시도,완성도100%)	36
☐	Or	-	#4	or	CONJ	CONJ	/ɔːr/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	또는, 아니면	used to link alternatives	From Middle English 'or', from Old Norse 'eða' (either, or).	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	85	5급	초급	conjunction	nor	alternatively | otherwise	and	either...or | or else | or not	N/A	general	general	grammar, choice	Global	current	Students will be able to use 'or' to present choices and alternatives.	Basic sentence structure, understanding of conjunctions.	Confusion with 'are' or 'our'. Incorrect placement in complex sentences.	Use real-life examples, games with choices, and sentence completion exercises.	Do you want tea or coffee?	You can either study hard, or you can fail the exam.	The efficacy of the treatment, or lack thereof, will be determined by the clinical trials.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:17	3.3	완료	A++	LLM분석(1회시도,완성도100%)	37
☐	If	-	#45	if	CONJ	CONJ	/ɪf/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	만약, ~라면	used to introduce a condition	From Old English 'gif', meaning 'if, whether'.	simple	simple	초등	초5-초6	포함	포함	1	1	200L-400L	Yes	20	5급	초급	conjunction	only if | even if | if and only if	provided that | assuming that | in the event that	unless	if necessary | if possible | if so | if not | if only	none	general	general	conditionals, grammar	Global	current	Students will be able to use 'if' to form conditional sentences.	Basic sentence structure, present and future tenses.	Confusion with 'whether'; incorrect tense usage in conditional clauses.	Use real-life scenarios to illustrate conditional sentences; practice gap-fill exercises.	If it rains, we will stay home.	I would appreciate it if you could send me the report by Friday.	If I were to speculate, I'd say the market will correct itself soon.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:26	3.3	완료	A++	LLM분석(1회시도,완성도100%)	38
☐	Up	-	#150	up	ADV	ADV, PREP, ADJ, N, V	/ʌp/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	위로, 올라가다	to, in, or at a higher place or position	From Old English 'upp', related to Proto-Germanic '*upp-', meaning 'up, upward'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	20	5급	초급	direction | position | movement	uphill | upward	above | higher | upwards	down	up the stairs | up to date | up and down | look up | wake up	upward | upon | upper	general	general	direction, movement	Global	current	Students will be able to understand and use 'up' as an adverb, preposition, adjective, noun, and verb in simple sentences.	Basic understanding of spatial relationships and simple verbs.	Confusing 'up' with 'on' or 'over' when describing location; incorrect use in phrasal verbs.	Use visual aids to demonstrate 'up' in different contexts; practice with simple commands and games.	Look up!	She climbed up the ladder to reach the roof.	The company's profits were up significantly this quarter, reflecting a successful marketing campaign and increased consumer demand.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:37	3.3	완료	A++	LLM분석(1회시도,완성도100%)	39
☐	About	-	#50	About	PREP	PREP, ADV, ADJ	/əˈbaʊt/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	약 ~에 대하여, 거의, 대략	on the subject of; concerning | used to indicate movement within a particular place or area | approximately	From Old English 'onbutan' meaning 'on the outside of, round about'.	simple	simple	초등	초3-초6	포함	포함	K	2.5	200L-400L	Yes	20	5급	초급	preposition|adverb|adjective	regarding|concerning|approximately	regarding|concerning|approximately|around	exactly	talk about | worry about | know about | just about | about time	None	general	general	information, location, time	Global	current	Students will be able to use 'about' as a preposition and adverb in simple sentences.	Basic understanding of prepositions and adverbs.	Confusing 'about' with 'of' or omitting it entirely.	Use visual aids and real-life examples to demonstrate the different uses of 'about'.	I know about him.	She was about to leave when the phone rang.	The article is about the impact of climate change on coastal communities.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:47	3.3	완료	A++	LLM분석(1회시도,완성도100%)	40
☐	By	-	Top 100	by	PREP	PREP	/baɪ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	…에 의하여, 옆에	indicating the person or thing that performs an action; near or next to	From Old English 'bī', meaning 'near, about, concerning'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	20	5급	초급	preposition	N/A	near | beside | next to | through | via	against	by the way | by far | by chance | by mistake | by now | by then | by oneself	bye	general	general	grammar, location	Global	current	Students will be able to use 'by' to indicate agency and proximity.	Basic understanding of prepositions.	Confusing 'by' with 'with' when indicating the instrument used.	Use visual aids to demonstrate location; provide sentence completion exercises.	The book was written by him.	We need to finish the report by Friday.	By all accounts, the project was a resounding success.	TRUE	TRUE	TRUE	10	2026-01-11 22:48:55	3.3	완료	A++	LLM분석(1회시도,완성도100%)	41
☐	Out	-	#75	out	ADV	ADV, PREP, ADJ, N, V	/aʊt/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	밖에, ~에서 벗어나, 사라진	away from a place or position; not at home or in your office; no longer burning; no longer fashionable	From Old English ūt 'out, outside', from Proto-Germanic *ūt- (source also of Old Saxon ūt, Old Norse út, Old Frisian ūt, Dutch uit, Old High German ūz, German aus, Gothic ut), from PIE root *ud- 'up, out'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	35	5급	초급	direction|position	outside|exit|departure	away|outside|beyond	in	out of order | out of stock | out of reach | out loud | out there	outer|outward|outwards	general	general	location, movement	Global	current	Students will be able to use 'out' in various contexts, including location, movement, and states of being.	Basic prepositions (in, on, at), simple sentence structure.	Confusion with 'outer' or 'exit'. Incorrect preposition usage (e.g., 'out from' instead of 'out of').	Use visual aids to demonstrate 'out' in different locations. Role-play scenarios involving going 'out' to various places. Practice using 'out' in common phrases.	The cat is out of the house.	She went out for a walk despite the rain.	The company decided to outsource its manufacturing to cut costs, effectively putting many local workers out of a job.	TRUE	TRUE	TRUE	10	2026-01-11 22:49:05	3.3	완료	A++	LLM분석(1회시도,완성도100%)	42
